[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.08893594436350911
[0. 0. 1.],[0. 1. 1.],,,0.03235140094644167
[0. 1. 1.],[0. 1. 0.],,,-0.3554579909086129
[0. 1. 0.],[0. 0. 1.],[1. 0. 1.],[1. 0. 0.],0.0015236524994679803
[0. 1. 1.],[0. 1. 0.],[0. 0. 1.],,-0.357547735106724
[0. 0. 1.],[0. 1. 0.],[1. 0. 1.],[1. 1. 0.],-0.09558114994527572
[0. 0. 1.],[1. 1. 0.],[0. 1. 1.],,0.048768816023642095
[0. 0. 1.],[0. 1. 1.],[0. 0. 1.],,0.002127098197631748
[1. 0. 0.],[1. 0. 1.],,,1.2987746940162688
[1. 0. 0.],[1. 1. 0.],,,0.010121555872505825
[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.08893594436350911
[0. 0. 1.],[0. 1. 1.],,,0.03235140094644167
[0. 1. 1.],[0. 1. 0.],,,-0.3554579909086129
[0. 1. 0.],[0. 0. 1.],[1. 0. 1.],,-2.4613844501576692e-06
[0. 1. 1.],[0. 1. 0.],[0. 0. 1.],,-0.357547735106724
[0. 0. 1.],[0. 1. 0.],[1. 0. 1.],[1. 1. 0.],-0.09558114994527572
[0. 1. 1.],[1. 1. 0.],[0. 1. 1.],,-0.1647778548556473
[0. 0. 1.],[0. 1. 1.],[0. 0. 1.],,0.002127098197631748
[1. 0. 0.],[1. 0. 1.],[0. 1. 1.],,0.03400252851255647
[1. 0. 0.],[1. 1. 0.],,,0.010121555872505825
[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.08893594436350911
[0. 1. 1.],[0. 1. 1.],,,-0.07999825950535604
[0. 1. 1.],[0. 1. 0.],[1. 0. 1.],,-0.5438782158601418
[0. 1. 0.],[0. 0. 1.],,,-3.061891578372051e-06
[0. 1. 1.],[0. 1. 0.],[0. 0. 1.],,-0.357547735106724
[0. 0. 1.],[0. 1. 0.],[1. 0. 1.],[1. 1. 0.],-0.09558114994527572
[0. 1. 1.],[1. 1. 0.],[0. 1. 1.],,-0.1647778548556473
[0. 0. 1.],[0. 1. 1.],,,8.216961943490702e-05
[1. 0. 0.],[1. 0. 1.],[0. 1. 1.],,0.03400252851255647
[1. 0. 0.],[1. 1. 0.],[1. 0. 0.],,-0.3585264214870872
[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.08893594436350911
[0. 1. 1.],[0. 1. 1.],[0. 1. 1.],,-0.5378903610387592
[0. 1. 1.],[0. 1. 0.],[1. 0. 1.],,-0.5438782158601418
[0. 1. 1.],[0. 0. 1.],,,-0.04102423745430588
[0. 1. 1.],[0. 1. 0.],[0. 0. 1.],,-0.357547735106724
[0. 0. 1.],[0. 1. 0.],[1. 0. 1.],[1. 1. 0.],-0.09558114994527572
[0. 1. 1.],[1. 1. 0.],[0. 1. 1.],,-0.1647778548556473
[0. 0. 1.],[0. 1. 1.],,,8.216961943490702e-05
[1. 0. 0.],[1. 0. 1.],[0. 1. 1.],[1. 1. 1.],-0.17765695761322078
[1. 0. 0.],[1. 1. 0.],[1. 0. 0.],,-0.3585264214870872
[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.08893594436350911
[0. 1. 1.],[0. 1. 1.],[0. 1. 1.],,-0.5378903610387592
[0. 1. 1.],[0. 1. 0.],[1. 0. 1.],,-0.5438782158601418
[0. 1. 1.],[0. 0. 1.],[0. 1. 0.],,-0.4414094141965031
[0. 1. 1.],[0. 1. 0.],[0. 0. 1.],,-0.357547735106724
[0. 0. 1.],[0. 1. 0.],[1. 0. 0.],[1. 1. 0.],-0.16165895359558743
[0. 1. 1.],[1. 1. 0.],[0. 1. 1.],,-0.1647778548556473
[0. 0. 1.],[0. 1. 1.],,,8.216961943490702e-05
[1. 0. 0.],[1. 0. 1.],[0. 1. 1.],[1. 1. 1.],-0.17765695761322078
[1. 0. 0.],[1. 1. 0.],[1. 0. 0.],,-0.3585264214870872
[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.179160238608136
[0. 1. 1.],[0. 1. 1.],[0. 1. 1.],,-0.5378903610387592
[0. 1. 1.],[0. 1. 0.],[1. 0. 1.],,-0.5438782158601418
[0. 1. 1.],[0. 0. 1.],[0. 1. 0.],,-0.4414094141965031
[0. 1. 1.],[1. 1. 0.],[0. 0. 1.],,-0.3632953777129138
[0. 0. 1.],[0. 1. 0.],[1. 0. 0.],[1. 1. 0.],-0.16165895359558743
[0. 1. 1.],[1. 1. 0.],[0. 1. 1.],,-0.1647778548556473
[0. 0. 1.],[0. 1. 1.],,,8.216961943490702e-05
[1. 0. 0.],[1. 0. 1.],[0. 1. 1.],[1. 1. 1.],-0.17765695761322078
[1. 0. 0.],[1. 1. 0.],[1. 0. 0.],,-0.3585264214870872
[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.179160238608136
[0. 1. 1.],[0. 1. 1.],[0. 1. 1.],,-0.5378903610387592
[0. 1. 1.],[0. 1. 0.],[1. 0. 1.],,-0.5438782158601418
[0. 1. 1.],[0. 0. 1.],[0. 1. 0.],,-0.4414094141965031
[0. 1. 1.],[1. 1. 0.],[0. 0. 1.],,-0.3632953777129138
[0. 0. 1.],[0. 1. 0.],[1. 0. 0.],[1. 1. 0.],-0.16165895359558743
[0. 1. 1.],[1. 1. 0.],[0. 1. 1.],,-0.1647778548556473
[0. 0. 1.],[0. 1. 1.],,,8.216961943490702e-05
[1. 0. 0.],[1. 0. 1.],[0. 1. 1.],[1. 1. 1.],-0.17765695761322078
[1. 0. 0.],[1. 1. 0.],[1. 0. 0.],,-0.3585264214870872
[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.179160238608136
[0. 1. 1.],[0. 1. 0.],[0. 1. 1.],,-0.5602397691474014
[0. 1. 1.],[0. 1. 0.],[1. 0. 1.],,-0.5438782158601418
[0. 1. 1.],[0. 0. 1.],[0. 1. 0.],,-0.4414094141965031
[0. 1. 1.],[1. 1. 0.],[0. 0. 1.],,-0.3632953777129138
[0. 0. 1.],[0. 1. 0.],[1. 0. 0.],[1. 1. 0.],-0.16165895359558743
[0. 1. 1.],[1. 1. 0.],[1. 1. 1.],,-0.2575584774415415
[0. 0. 1.],[0. 1. 1.],,,8.216961943490702e-05
[1. 0. 0.],[1. 0. 1.],[0. 1. 1.],[1. 1. 1.],-0.17765695761322078
[1. 0. 0.],[1. 1. 0.],[1. 0. 0.],,-0.3585264214870872
[1. 1. 0.],[0. 1. 0.],[1. 1. 0.],,-0.179160238608136
[0. 1. 1.],[0. 1. 0.],[0. 1. 1.],,-0.5602397691474014
[0. 1. 1.],[0. 1. 0.],[1. 0. 1.],,-0.5438782158601418
