[1. 1. 1.],[0. 0. 1.],,,1.3080882388020785
[1. 0. 0.],[1. 1. 1.],,,-0.026214451145254718
[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],[0. 0. 1.],-0.05058961659111444
[1. 0. 0.],[1. 0. 1.],[0. 0. 1.],,0.09495656007643044
[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],,-0.7110914973396599
[1. 0. 1.],[1. 1. 1.],,,2.91059958799894
[1. 1. 1.],[0. 0. 1.],,,-0.09699761040688559
[1. 0. 0.],[0. 1. 0.],[1. 0. 0.],,-0.16060161129289358
[1. 0. 0.],[1. 1. 1.],[1. 1. 0.],[0. 1. 1.],-0.04175388911305607
[1. 1. 0.],[1. 0. 0.],,,0.4500870274026448
[1. 1. 0.],[0. 0. 1.],,,0.3421641822348505
[1. 0. 0.],[1. 1. 1.],,,-0.026214451145254718
[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],[0. 0. 1.],-0.05058961659111444
[1. 0. 0.],[1. 0. 1.],[0. 0. 1.],[0. 0. 1.],0.01738525063287725
[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],,-0.7110914973396599
[1. 0. 0.],[1. 1. 1.],,,-0.48452241645018557
[1. 1. 1.],[0. 0. 1.],,,-0.09699761040688559
[1. 0. 0.],[0. 1. 0.],[1. 0. 0.],,-0.16060161129289358
[1. 0. 1.],[1. 1. 1.],[1. 1. 0.],[0. 1. 1.],-0.06372165762028856
[1. 1. 0.],[1. 0. 0.],[1. 1. 1.],,-0.10312074951552024
[1. 1. 0.],[0. 0. 1.],,,-0.5164611395489791
[1. 0. 0.],[1. 0. 1.],,,-0.11464863423350936
[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],[0. 0. 1.],-0.05058961659111444
[1. 0. 0.],[1. 0. 1.],[0. 0. 1.],,2.1383536523342567e-05
[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],,-0.7110914973396599
[1. 0. 0.],[1. 1. 1.],,,-0.48452241645018557
[1. 1. 1.],[0. 0. 1.],,,-0.09699761040688559
[1. 0. 0.],[0. 1. 0.],[1. 0. 0.],,-0.16060161129289358
[1. 0. 1.],[1. 1. 1.],[1. 1. 0.],[0. 1. 1.],-0.06372165762028856
[1. 1. 0.],[1. 0. 0.],[1. 1. 1.],,-0.10312074951552024
[1. 1. 0.],[0. 0. 1.],,,-0.5164611395489791
[1. 0. 0.],[1. 0. 1.],,,-0.11464863423350936
[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],[0. 0. 1.],-0.05058961659111444
[1. 0. 0.],[1. 0. 1.],[0. 0. 1.],,2.1383536523342567e-05
[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],,-0.7110914973396599
[1. 0. 0.],[1. 1. 1.],,,-0.48452241645018557
[1. 1. 1.],[0. 0. 1.],,,-0.09699761040688559
[1. 0. 0.],[0. 1. 0.],[1. 0. 0.],,-0.5926225244408818
[1. 0. 1.],[1. 1. 1.],[1. 1. 0.],[0. 1. 1.],-0.06372165762028856
[1. 1. 0.],[1. 0. 0.],[1. 1. 1.],,-0.10312074951552024
[1. 1. 0.],[0. 0. 1.],,,-0.5164611395489791
[1. 0. 0.],[1. 0. 1.],,,-0.11464863423350936
[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],[0. 0. 1.],-0.05058961659111444
[1. 0. 0.],[1. 0. 1.],[0. 0. 1.],,2.1383536523342567e-05
[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],,-0.7110914973396599
[1. 0. 0.],[1. 1. 1.],,,-0.48452241645018557
[1. 1. 1.],[0. 0. 1.],,,-0.09699761040688559
[1. 0. 0.],[0. 1. 0.],[1. 0. 0.],,-0.5926225244408818
[1. 0. 1.],[1. 1. 1.],[1. 1. 0.],[0. 1. 1.],-0.06372165762028856
[1. 1. 0.],[1. 0. 0.],[1. 1. 1.],,-0.10312074951552024
[1. 1. 0.],[0. 0. 1.],,,-0.5164611395489791
[1. 0. 0.],[1. 0. 1.],,,-0.11464863423350936
[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],[0. 0. 1.],-0.05058961659111444
[1. 0. 0.],[1. 0. 1.],[0. 0. 1.],,2.1383536523342567e-05
[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],,-0.7110914973396599
[1. 0. 0.],[1. 1. 1.],,,-0.48452241645018557
[1. 1. 1.],[0. 0. 1.],,,-0.09699761040688559
[1. 0. 0.],[0. 1. 0.],[1. 0. 0.],,-0.5926225244408818
[1. 0. 1.],[1. 1. 1.],[1. 1. 0.],[0. 1. 1.],-0.06372165762028856
[1. 1. 0.],[1. 0. 0.],[1. 1. 1.],,-0.10312074951552024
[1. 1. 0.],[0. 0. 1.],,,-0.5164611395489791
[1. 0. 0.],[1. 0. 1.],,,-0.11464863423350936
[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],[0. 0. 1.],-0.05058961659111444
[1. 1. 0.],[1. 0. 1.],[0. 0. 1.],,-0.00025857743683686547
[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],,-0.7110914973396599
[1. 0. 0.],[1. 1. 1.],,,-0.48452241645018557
[1. 1. 1.],[0. 0. 1.],,,-0.09699761040688559
[1. 0. 0.],[0. 1. 0.],[1. 0. 0.],,-0.5926225244408818
[1. 0. 1.],[1. 1. 1.],[1. 1. 0.],[0. 1. 1.],-0.06372165762028856
