[0. 0. 1.],[1. 1. 0.],,,0.0046047242447822085
[0. 1. 0.],[0. 0. 1.],[1. 1. 0.],[1. 0. 1.],0.049581168831348145
[0. 1. 1.],[1. 0. 1.],,,-0.6320404024751314
[0. 0. 1.],[1. 1. 0.],[1. 0. 1.],,0.027776025525651647
[1. 1. 0.],[0. 1. 0.],[0. 0. 1.],,-0.00943923915534247
[1. 1. 1.],[1. 0. 0.],,,-0.10877445605861755
[1. 0. 1.],[0. 1. 1.],,,-0.02296006311930685
[1. 0. 1.],[0. 0. 1.],[0. 1. 0.],[0. 0. 1.],-0.5606578272455656
[1. 0. 1.],[1. 0. 0.],[1. 1. 1.],[1. 0. 1.],-0.02779558185459231
[0. 1. 0.],[1. 0. 0.],[1. 0. 0.],[1. 1. 1.],0.4511423959433274
[0. 0. 1.],[1. 1. 0.],,,0.0046047242447822085
[0. 1. 0.],[0. 0. 1.],[1. 1. 0.],,-2.4613844501576692e-06
[0. 1. 1.],[1. 0. 1.],,,-0.6320404024751314
[0. 0. 1.],[1. 1. 0.],[1. 0. 1.],,0.027776025525651647
[1. 1. 0.],[0. 1. 1.],[0. 0. 1.],,-0.011408435530639036
[1. 1. 1.],[1. 0. 0.],,,-0.10877445605861755
[1. 0. 1.],[0. 1. 1.],,,-0.02296006311930685
[1. 0. 1.],[0. 0. 1.],[0. 1. 0.],[0. 0. 1.],-0.5606578272455656
[1. 0. 1.],[1. 0. 0.],[1. 0. 1.],[1. 0. 1.],-0.028202173613410143
[0. 1. 0.],[1. 1. 0.],[1. 0. 0.],[1. 1. 1.],-0.03520801938872508
[0. 0. 1.],[1. 1. 0.],,,0.0046047242447822085
[0. 1. 0.],[0. 0. 1.],[1. 1. 0.],[1. 0. 1.],-0.1317414871022215
[0. 1. 1.],[1. 0. 1.],,,-0.6320404024751314
[0. 0. 1.],[1. 1. 0.],[1. 0. 1.],,0.027776025525651647
[1. 1. 1.],[0. 1. 1.],[0. 0. 1.],,-0.048259739761274685
