[1. 0. 0.],[1. 0. 1.],[1. 0. 1.],[1. 1. 0.],0.24247075585111164
[0. 1. 1.],[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],-0.5239633808424323
[0. 1. 1.],[0. 0. 1.],[1. 0. 1.],[1. 0. 1.],0.5105397859355766
[0. 0. 1.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0.],-0.1983439588615695
[1. 1. 0.],[1. 0. 0.],,,-1.3622913651742792
[0. 1. 0.],[0. 1. 1.],[1. 0. 0.],,-0.03263321808803465
[1. 1. 0.],[0. 1. 0.],[1. 0. 0.],,-1.1386941826891894e-05
[1. 0. 0.],[1. 0. 1.],,,-0.12693263862765386
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.7791008149599697
[0. 1. 1.],[0. 0. 1.],,,-0.2606569304236992
[1. 0. 0.],[1. 0. 1.],[1. 0. 1.],[1. 1. 0.],0.24247075585111164
[0. 1. 1.],[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],-0.5239633808424323
[0. 1. 1.],[0. 0. 1.],[1. 1. 1.],[1. 0. 1.],0.07488984663687541
[0. 0. 1.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0.],-0.1983439588615695
[1. 1. 0.],[1. 0. 0.],,,-1.3622913651742792
[0. 1. 0.],[0. 1. 1.],[1. 0. 0.],,-0.03263321808803465
[1. 1. 0.],[1. 1. 0.],[1. 0. 0.],,-0.01923338860741759
[1. 0. 0.],[1. 0. 1.],,,-0.12693263862765386
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.7791008149599697
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.47139991964298694
[1. 0. 0.],[1. 0. 1.],[1. 0. 1.],,2.1383536523342567e-05
[0. 1. 1.],[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],-0.5239633808424323
[0. 1. 1.],[0. 0. 1.],[1. 1. 1.],,0.00010807389272784136
[0. 0. 1.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0.],-0.1983439588615695
[1. 1. 0.],[1. 0. 0.],,,-1.3622913651742792
[0. 1. 0.],[0. 1. 1.],[1. 0. 0.],,-0.03263321808803465
[1. 1. 0.],[1. 1. 0.],[1. 0. 0.],,-0.01923338860741759
[1. 0. 0.],[1. 0. 1.],,,-0.12693263862765386
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.7791008149599697
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.47139991964298694
[1. 0. 0.],[1. 0. 1.],[1. 0. 1.],,2.1383536523342567e-05
[0. 1. 1.],[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],-0.5239633808424323
[0. 1. 1.],[0. 0. 1.],,,-0.0001367417547342633
[0. 0. 1.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0.],-0.1983439588615695
[1. 1. 0.],[1. 0. 0.],,,-1.3622913651742792
[0. 1. 0.],[0. 1. 1.],[1. 0. 0.],,-0.03263321808803465
[1. 1. 0.],[1. 1. 0.],[1. 0. 0.],,-0.01923338860741759
[1. 0. 0.],[1. 0. 1.],,,-0.12693263862765386
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.7791008149599697
[0. 1. 1.],[0. 0. 1.],[1. 0. 1.],,-0.693226356225159
[1. 0. 0.],[1. 0. 1.],[1. 0. 1.],,2.1383536523342567e-05
[0. 1. 1.],[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],-0.5239633808424323
[0. 1. 1.],[0. 0. 1.],,,-0.0001367417547342633
[0. 1. 1.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0.],-0.42708780427775767
[1. 1. 0.],[1. 0. 0.],,,-1.3622913651742792
[0. 1. 0.],[0. 1. 1.],[1. 0. 0.],,-0.03263321808803465
[1. 1. 0.],[1. 1. 0.],[1. 0. 0.],,-0.01923338860741759
[1. 0. 0.],[1. 0. 1.],,,-0.12693263862765386
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.7791008149599697
[0. 1. 1.],[0. 0. 1.],[1. 0. 1.],,-0.693226356225159
[1. 0. 0.],[1. 0. 0.],[1. 0. 1.],,-0.04540369753382236
[0. 1. 1.],[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],-0.5239633808424323
[0. 1. 1.],[0. 1. 1.],,,-0.04008862093719805
[0. 1. 1.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0.],-0.42708780427775767
[1. 1. 0.],[1. 0. 0.],,,-1.3622913651742792
[0. 1. 0.],[0. 1. 1.],[1. 0. 0.],,-0.03263321808803465
[1. 1. 0.],[1. 1. 0.],[1. 0. 0.],,-0.01923338860741759
[1. 0. 0.],[1. 1. 1.],,,-0.14534481622428289
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.7791008149599697
[0. 1. 1.],[0. 0. 1.],[1. 0. 1.],,-0.693226356225159
[1. 0. 0.],[1. 0. 0.],[1. 0. 1.],,-0.10574597043488297
[0. 1. 1.],[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],-0.5239633808424323
[0. 1. 1.],[0. 1. 1.],,,-0.04008862093719805
[0. 1. 1.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0.],-0.42708780427775767
[1. 1. 0.],[1. 0. 0.],,,-1.3622913651742792
[0. 1. 0.],[0. 1. 1.],[1. 0. 0.],,-0.03263321808803465
[1. 1. 0.],[1. 0. 0.],[1. 0. 0.],,-0.02246262513497843
[1. 0. 0.],[1. 1. 1.],,,-0.14534481622428289
[0. 1. 1.],[0. 0. 1.],[1. 0. 0.],,-0.7791008149599697
[0. 1. 1.],[0. 0. 1.],[1. 0. 1.],,-0.693226356225159
[1. 0. 0.],[1. 0. 0.],[1. 0. 1.],,-0.10574597043488297
[0. 1. 1.],[0. 1. 1.],[1. 1. 0.],[0. 1. 0.],-0.5239633808424323
[0. 1. 1.],[0. 1. 1.],[0. 0. 1.],,-0.4845560872163374
[0. 1. 1.],[0. 1. 1.],[0. 0. 1.],[1. 1. 0.],-0.42708780427775767
[1. 1. 0.],[1. 0. 0.],,,-1.3622913651742792
[0. 1. 0.],[0. 1. 1.],[1. 0. 0.],,-0.03263321808803465
