[1. 1. 1.],[0. 1. 1.],,,6.469492504648417e-05
[1. 1. 1.],[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],-0.04186566527178839
[0. 1. 1.],[1. 1. 0.],,,-0.4506892619606332
[1. 0. 0.],[0. 0. 1.],[1. 1. 1.],,0.12543458257153706
[0. 1. 1.],[0. 1. 0.],,,-0.7202800067046973
[1. 0. 1.],[0. 1. 1.],[1. 1. 0.],[0. 0. 1.],-0.19208616883455448
[1. 1. 1.],[0. 0. 1.],[0. 1. 0.],,1.789819962340093
[0. 0. 1.],[1. 0. 0.],,,0.03303317007837494
[1. 1. 0.],[1. 1. 0.],[1. 0. 1.],[1. 1. 1.],-0.02881222333790239
[0. 1. 0.],[0. 0. 1.],[0. 1. 0.],,0.03761992120044991
[1. 1. 0.],[0. 1. 1.],,,1.0276654118556122e-05
[1. 1. 1.],[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],-0.04186566527178839
[0. 1. 1.],[1. 1. 0.],,,-0.4506892619606332
[1. 0. 0.],[0. 0. 1.],[1. 0. 1.],,-0.00113178890289684
[0. 1. 1.],[0. 1. 0.],,,-0.7202800067046973
[1. 0. 1.],[0. 1. 1.],[1. 1. 0.],[0. 0. 1.],-0.19208616883455448
[1. 1. 1.],[0. 0. 1.],[0. 1. 1.],,0.15858661001849406
[0. 0. 1.],[1. 0. 0.],,,0.03303317007837494
[1. 1. 0.],[1. 1. 0.],[1. 0. 1.],[1. 1. 1.],-0.02881222333790239
[0. 1. 0.],[0. 0. 1.],,,-3.061891578372051e-06
[1. 1. 0.],[0. 1. 1.],[1. 1. 1.],,-1.1386941826891894e-05
[1. 1. 1.],[1. 1. 1.],[1. 0. 0.],[1. 1. 1.],-0.04186566527178839
[0. 1. 1.],[1. 1. 0.],,,-0.4506892619606332
[1. 0. 0.],[0. 0. 1.],[1. 0. 1.],[1. 0. 1.],-0.39388938802892487
[0. 1. 1.],[0. 1. 0.],,,-0.7202800067046973
